Run Index,Checkpoint A (x),Checkpoint A (y),Checkpoint B (x),Checkpoint B (y),Constraint,Distance
4,41,25,25,41,Minimise,22
4,41,25,25,8,Minimise,19
4,25,41,8,24,Minimise,26
4,8,24,25,8,Minimise,21
